C*******************************************************************************
C
C                          IWFM DEMAND CALCULATOR (IDC)
C                              *** Version 2.1 ***
C
C*******************************************************************************
C
C                            LAND USE DATA FILE
C
C
C             Project :    CALSIM 3.0 Development
C             Filename:    ExistLandUse.dat
C
C******************************************************************************
C                          File Description
C
C   This data file contains the time series data for the area of each
C   agricultural crop, urban and native vegetation area in each subregion.
C
C*******************************************************************************
C                           Land Use Data Specifications
C
C   FACTLN;   Conversion factor for land use area
C   DSSFL ;   The name of the DSS file for data input
C              * Leave blank if DSS file is not used for data input
C
C----------------------------------------------------------------------------------------
C         VALUE                                      DESCRIPTION
C----------------------------------------------------------------------------------------
         43560.0                                     / FACTLN
         .\inputDSS\CS3_LandUseDU.dss                              / DSSFL
C----------------------------------------------------------------------------------------
C                             Land Use Data
C                         (READ FROM THIS FILE)
C
C   List the land use data below, if it will not be read from a DSS file
C   (i.e. DSSFL is left blank above).
C
C   ITLN ;   Time
C   IREGN;   Subregion number
C   AREA ;   Area of each land use type [L^2]
C              1:Crop 1 ; 2:Crop 2 ; 3:Crop 3 ..... NCROP:Crop NCROP ; NCROP+1:Urban ; NCROP+2:Native veg.
C
C  **************************************************************** LU DOCUMENTATION ************************************************
C  **** Values taken from CalSim-III Hydrology Development Project report Table 7-7 Irrigated Crop Acreage by Demand Unit Sacramento River Hydrologic Region ****
C  **** The following assumptions were made to match land use values with latest DU list and names
C	MWH Provided DU acreage	04/22/10	LandUsebyDemandUnit_04.22.10.xlsx
C						IDC DU Name
C		     				8S_NA1
C		                 		8S_NA2
C						9_PR
C						11_PR
C		                                11_SA3
C		 				11_SA4
C						16_NA1
C						16_NA2
C						20_NA1
C						20_NA2
C						24_NA2
C						24_NA3
C  **** RICE ACREAGE HAS BEEN ZEROED-OUT AND IS ACCOUNTED FOR IN RICE POST-PROCESSOR ONLY
C  **********************************************************************************************************************************
C--------------------------------------------------------------------------------------------
C   ITLN             IREGN     AREA[1]    AREA[2]  .....  AREA[NCROP+2]
C----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
C                                                               AREA
C----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
C			IREGN	AL	AP	CO	CR	CU	DB	FI	GR	OG	OR	PA	PO	RI	SB	SF	SO	TH	TM	TR	VI	UR	NV
	124	12		/CALSIM/25_NU_PO/LANDUSE//1MON/EXISTING/
	124	13		/CALSIM/25_NU_RI/LANDUSE//1MON/EXISTING/
	124	14		/CALSIM/25_NU_SB/LANDUSE//1MON/EXISTING/
	124	15		/CALSIM/25_NU_SF/LANDUSE//1MON/EXISTING/
	124	16		/CALSIM/25_NU_SO/LANDUSE//1MON/EXISTING/
	124	17		/CALSIM/25_NU_TH/LANDUSE//1MON/EXISTING/
	124	18		/CALSIM/25_NU_TM/LANDUSE//1MON/EXISTING/
	124	19		/CALSIM/25_NU_TR/LANDUSE//1MON/EXISTING/
	124	20		/CALSIM/25_NU_VI/LANDUSE//1MON/EXISTING/
	124	21		/CALSIM/25_NU_UR/LANDUSE//1MON/EXISTING/
	124	22		/CALSIM/25_NU_NV/LANDUSE//1MON/EXISTING/
	125	1		/CALSIM/25_PU_AL/LANDUSE//1MON/EXISTING/
	125	2		/CALSIM/25_PU_AP/LANDUSE//1MON/EXISTING/
	125	3		/CALSIM/25_PU_CO/LANDUSE//1MON/EXISTING/
	125	4		/CALSIM/25_PU_CR/LANDUSE//1MON/EXISTING/
	125	5		/CALSIM/25_PU_CU/LANDUSE//1MON/EXISTING/
	125	6		/CALSIM/25_PU_DB/LANDUSE//1MON/EXISTING/
	125	7		/CALSIM/25_PU_FI/LANDUSE//1MON/EXISTING/
	125	8		/CALSIM/25_PU_GR/LANDUSE//1MON/EXISTING/
	125	9		/CALSIM/25_PU_OG/LANDUSE//1MON/EXISTING/
	125	10		/CALSIM/25_PU_OR/LANDUSE//1MON/EXISTING/
	125	11		/CALSIM/25_PU_PA/LANDUSE//1MON/EXISTING/
	125	12		/CALSIM/25_PU_PO/LANDUSE//1MON/EXISTING/
	125	13		/CALSIM/25_PU_RI/LANDUSE//1MON/EXISTING/
	125	14		/CALSIM/25_PU_SB/LANDUSE//1MON/EXISTING/
	125	15		/CALSIM/25_PU_SF/LANDUSE//1MON/EXISTING/
	125	16		/CALSIM/25_PU_SO/LANDUSE//1MON/EXISTING/
	125	17		/CALSIM/25_PU_TH/LANDUSE//1MON/EXISTING/
	125	18		/CALSIM/25_PU_TM/LANDUSE//1MON/EXISTING/
	125	19		/CALSIM/25_PU_TR/LANDUSE//1MON/EXISTING/
	125	20		/CALSIM/25_PU_VI/LANDUSE//1MON/EXISTING/
	125	21		/CALSIM/25_PU_UR/LANDUSE//1MON/EXISTING/
	125	22		/CALSIM/25_PU_NV/LANDUSE//1MON/EXISTING/
	126	1		/CALSIM/26N_NA_AL/LANDUSE//1MON/EXISTING/
	126	2		/CALSIM/26N_NA_AP/LANDUSE//1MON/EXISTING/
	126	3		/CALSIM/26N_NA_CO/LANDUSE//1MON/EXISTING/
	126	4		/CALSIM/26N_NA_CR/LANDUSE//1MON/EXISTING/
	126	5		/CALSIM/26N_NA_CU/LANDUSE//1MON/EXISTING/
	126	6		/CALSIM/26N_NA_DB/LANDUSE//1MON/EXISTING/
	126	7		/CALSIM/26N_NA_FI/LANDUSE//1MON/EXISTING/
	126	8		/CALSIM/26N_NA_GR/LANDUSE//1MON/EXISTING/
	126	9		/CALSIM/26N_NA_OG/LANDUSE//1MON/EXISTING/
	126	10		/CALSIM/26N_NA_OR/LANDUSE//1MON/EXISTING/
	126	11		/CALSIM/26N_NA_PA/LANDUSE//1MON/EXISTING/
	126	12		/CALSIM/26N_NA_PO/LANDUSE//1MON/EXISTING/
	126	13		/CALSIM/26N_NA_RI/LANDUSE//1MON/EXISTING/
	126	14		/CALSIM/26N_NA_SB/LANDUSE//1MON/EXISTING/
	126	15		/CALSIM/26N_NA_SF/LANDUSE//1MON/EXISTING/
	126	16		/CALSIM/26N_NA_SO/LANDUSE//1MON/EXISTING/
	126	17		/CALSIM/26N_NA_TH/LANDUSE//1MON/EXISTING/
	126	18		/CALSIM/26N_NA_TM/LANDUSE//1MON/EXISTING/
	126	19		/CALSIM/26N_NA_TR/LANDUSE//1MON/EXISTING/
	126	20		/CALSIM/26N_NA_VI/LANDUSE//1MON/EXISTING/
	126	21		/CALSIM/26N_NA_UR/LANDUSE//1MON/EXISTING/
	126	22		/CALSIM/26N_NA_NV/LANDUSE//1MON/EXISTING/
	127	1		/CALSIM/26N_NU1_AL/LANDUSE//1MON/EXISTING/
	127	2		/CALSIM/26N_NU1_AP/LANDUSE//1MON/EXISTING/
	127	3		/CALSIM/26N_NU1_CO/LANDUSE//1MON/EXISTING/
	127	4		/CALSIM/26N_NU1_CR/LANDUSE//1MON/EXISTING/
	127	5		/CALSIM/26N_NU1_CU/LANDUSE//1MON/EXISTING/
	127	6		/CALSIM/26N_NU1_DB/LANDUSE//1MON/EXISTING/
	127	7		/CALSIM/26N_NU1_FI/LANDUSE//1MON/EXISTING/
	127	8		/CALSIM/26N_NU1_GR/LANDUSE//1MON/EXISTING/
	127	9		/CALSIM/26N_NU1_OG/LANDUSE//1MON/EXISTING/
	127	10		/CALSIM/26N_NU1_OR/LANDUSE//1MON/EXISTING/
	127	11		/CALSIM/26N_NU1_PA/LANDUSE//1MON/EXISTING/
	127	12		/CALSIM/26N_NU1_PO/LANDUSE//1MON/EXISTING/
	127	13		/CALSIM/26N_NU1_RI/LANDUSE//1MON/EXISTING/
	127	14		/CALSIM/26N_NU1_SB/LANDUSE//1MON/EXISTING/
	127	15		/CALSIM/26N_NU1_SF/LANDUSE//1MON/EXISTING/
	127	16		/CALSIM/26N_NU1_SO/LANDUSE//1MON/EXISTING/
	127	17		/CALSIM/26N_NU1_TH/LANDUSE//1MON/EXISTING/
	127	18		/CALSIM/26N_NU1_TM/LANDUSE//1MON/EXISTING/
	127	19		/CALSIM/26N_NU1_TR/LANDUSE//1MON/EXISTING/
	127	20		/CALSIM/26N_NU1_VI/LANDUSE//1MON/EXISTING/
	127	21		/CALSIM/26N_NU1_UR/LANDUSE//1MON/EXISTING/
	127	22		/CALSIM/26N_NU1_NV/LANDUSE//1MON/EXISTING/
	128	1		/CALSIM/26N_NU2_AL/LANDUSE//1MON/EXISTING/
	128	2		/CALSIM/26N_NU2_AP/LANDUSE//1MON/EXISTING/
	128	3		/CALSIM/26N_NU2_CO/LANDUSE//1MON/EXISTING/
	128	4		/CALSIM/26N_NU2_CR/LANDUSE//1MON/EXISTING/
	128	5		/CALSIM/26N_NU2_CU/LANDUSE//1MON/EXISTING/
	128	6		/CALSIM/26N_NU2_DB/LANDUSE//1MON/EXISTING/
	128	7		/CALSIM/26N_NU2_FI/LANDUSE//1MON/EXISTING/
	128	8		/CALSIM/26N_NU2_GR/LANDUSE//1MON/EXISTING/
	128	9		/CALSIM/26N_NU2_OG/LANDUSE//1MON/EXISTING/
	128	10		/CALSIM/26N_NU2_OR/LANDUSE//1MON/EXISTING/
	128	11		/CALSIM/26N_NU2_PA/LANDUSE//1MON/EXISTING/
	128	12		/CALSIM/26N_NU2_PO/LANDUSE//1MON/EXISTING/
	128	13		/CALSIM/26N_NU2_RI/LANDUSE//1MON/EXISTING/
	128	14		/CALSIM/26N_NU2_SB/LANDUSE//1MON/EXISTING/
	128	15		/CALSIM/26N_NU2_SF/LANDUSE//1MON/EXISTING/
	128	16		/CALSIM/26N_NU2_SO/LANDUSE//1MON/EXISTING/
	128	17		/CALSIM/26N_NU2_TH/LANDUSE//1MON/EXISTING/
	128	18		/CALSIM/26N_NU2_TM/LANDUSE//1MON/EXISTING/
	128	19		/CALSIM/26N_NU2_TR/LANDUSE//1MON/EXISTING/
	128	20		/CALSIM/26N_NU2_VI/LANDUSE//1MON/EXISTING/
	128	21		/CALSIM/26N_NU2_UR/LANDUSE//1MON/EXISTING/
	128	22		/CALSIM/26N_NU2_NV/LANDUSE//1MON/EXISTING/
	129	1		/CALSIM/26N_NU3_AL/LANDUSE//1MON/EXISTING/
	129	2		/CALSIM/26N_NU3_AP/LANDUSE//1MON/EXISTING/
	129	3		/CALSIM/26N_NU3_CO/LANDUSE//1MON/EXISTING/
	129	4		/CALSIM/26N_NU3_CR/LANDUSE//1MON/EXISTING/
	129	5		/CALSIM/26N_NU3_CU/LANDUSE//1MON/EXISTING/
	129	6		/CALSIM/26N_NU3_DB/LANDUSE//1MON/EXISTING/
	129	7		/CALSIM/26N_NU3_FI/LANDUSE//1MON/EXISTING/
	129	8		/CALSIM/26N_NU3_GR/LANDUSE//1MON/EXISTING/
	129	9		/CALSIM/26N_NU3_OG/LANDUSE//1MON/EXISTING/
	129	10		/CALSIM/26N_NU3_OR/LANDUSE//1MON/EXISTING/
	129	11		/CALSIM/26N_NU3_PA/LANDUSE//1MON/EXISTING/
	129	12		/CALSIM/26N_NU3_PO/LANDUSE//1MON/EXISTING/
	129	13		/CALSIM/26N_NU3_RI/LANDUSE//1MON/EXISTING/
	129	14		/CALSIM/26N_NU3_SB/LANDUSE//1MON/EXISTING/
	129	15		/CALSIM/26N_NU3_SF/LANDUSE//1MON/EXISTING/
	129	16		/CALSIM/26N_NU3_SO/LANDUSE//1MON/EXISTING/
	129	17		/CALSIM/26N_NU3_TH/LANDUSE//1MON/EXISTING/
	129	18		/CALSIM/26N_NU3_TM/LANDUSE//1MON/EXISTING/
	129	19		/CALSIM/26N_NU3_TR/LANDUSE//1MON/EXISTING/
	129	20		/CALSIM/26N_NU3_VI/LANDUSE//1MON/EXISTING/
	129	21		/CALSIM/26N_NU3_UR/LANDUSE//1MON/EXISTING/
	129	22		/CALSIM/26N_NU3_NV/LANDUSE//1MON/EXISTING/
	130	1		/CALSIM/26N_NU4_AL/LANDUSE//1MON/EXISTING/
	130	2		/CALSIM/26N_NU4_AP/LANDUSE//1MON/EXISTING/
	130	3		/CALSIM/26N_NU4_CO/LANDUSE//1MON/EXISTING/
	130	4		/CALSIM/26N_NU4_CR/LANDUSE//1MON/EXISTING/
	130	5		/CALSIM/26N_NU4_CU/LANDUSE//1MON/EXISTING/
	130	6		/CALSIM/26N_NU4_DB/LANDUSE//1MON/EXISTING/
	130	7		/CALSIM/26N_NU4_FI/LANDUSE//1MON/EXISTING/
	130	8		/CALSIM/26N_NU4_GR/LANDUSE//1MON/EXISTING/
	130	9		/CALSIM/26N_NU4_OG/LANDUSE//1MON/EXISTING/
	130	10		/CALSIM/26N_NU4_OR/LANDUSE//1MON/EXISTING/
	130	11		/CALSIM/26N_NU4_PA/LANDUSE//1MON/EXISTING/
	130	12		/CALSIM/26N_NU4_PO/LANDUSE//1MON/EXISTING/
	130	13		/CALSIM/26N_NU4_RI/LANDUSE//1MON/EXISTING/
	130	14		/CALSIM/26N_NU4_SB/LANDUSE//1MON/EXISTING/
	130	15		/CALSIM/26N_NU4_SF/LANDUSE//1MON/EXISTING/
	130	16		/CALSIM/26N_NU4_SO/LANDUSE//1MON/EXISTING/
	130	17		/CALSIM/26N_NU4_TH/LANDUSE//1MON/EXISTING/
	130	18		/CALSIM/26N_NU4_TM/LANDUSE//1MON/EXISTING/
	130	19		/CALSIM/26N_NU4_TR/LANDUSE//1MON/EXISTING/
	130	20		/CALSIM/26N_NU4_VI/LANDUSE//1MON/EXISTING/
	130	21		/CALSIM/26N_NU4_UR/LANDUSE//1MON/EXISTING/
	130	22		/CALSIM/26N_NU4_NV/LANDUSE//1MON/EXISTING/
	131	1		/CALSIM/26N_NU5_AL/LANDUSE//1MON/EXISTING/
	131	2		/CALSIM/26N_NU5_AP/LANDUSE//1MON/EXISTING/
	131	3		/CALSIM/26N_NU5_CO/LANDUSE//1MON/EXISTING/
	131	4		/CALSIM/26N_NU5_CR/LANDUSE//1MON/EXISTING/
	131	5		/CALSIM/26N_NU5_CU/LANDUSE//1MON/EXISTING/
	131	6		/CALSIM/26N_NU5_DB/LANDUSE//1MON/EXISTING/
	131	7		/CALSIM/26N_NU5_FI/LANDUSE//1MON/EXISTING/
	131	8		/CALSIM/26N_NU5_GR/LANDUSE//1MON/EXISTING/
	131	9		/CALSIM/26N_NU5_OG/LANDUSE//1MON/EXISTING/
	131	10		/CALSIM/26N_NU5_OR/LANDUSE//1MON/EXISTING/
	131	11		/CALSIM/26N_NU5_PA/LANDUSE//1MON/EXISTING/
	131	12		/CALSIM/26N_NU5_PO/LANDUSE//1MON/EXISTING/
	131	13		/CALSIM/26N_NU5_RI/LANDUSE//1MON/EXISTING/
	131	14		/CALSIM/26N_NU5_SB/LANDUSE//1MON/EXISTING/
	131	15		/CALSIM/26N_NU5_SF/LANDUSE//1MON/EXISTING/
	131	16		/CALSIM/26N_NU5_SO/LANDUSE//1MON/EXISTING/
	131	17		/CALSIM/26N_NU5_TH/LANDUSE//1MON/EXISTING/
	131	18		/CALSIM/26N_NU5_TM/LANDUSE//1MON/EXISTING/
	131	19		/CALSIM/26N_NU5_TR/LANDUSE//1MON/EXISTING/
	131	20		/CALSIM/26N_NU5_VI/LANDUSE//1MON/EXISTING/
	131	21		/CALSIM/26N_NU5_UR/LANDUSE//1MON/EXISTING/
	131	22		/CALSIM/26N_NU5_NV/LANDUSE//1MON/EXISTING/
	132	1		/CALSIM/26N_PU1_AL/LANDUSE//1MON/EXISTING/
	132	2		/CALSIM/26N_PU1_AP/LANDUSE//1MON/EXISTING/
	132	3		/CALSIM/26N_PU1_CO/LANDUSE//1MON/EXISTING/
	132	4		/CALSIM/26N_PU1_CR/LANDUSE//1MON/EXISTING/
	132	5		/CALSIM/26N_PU1_CU/LANDUSE//1MON/EXISTING/
	132	6		/CALSIM/26N_PU1_DB/LANDUSE//1MON/EXISTING/
	132	7		/CALSIM/26N_PU1_FI/LANDUSE//1MON/EXISTING/
	132	8		/CALSIM/26N_PU1_GR/LANDUSE//1MON/EXISTING/
	132	9		/CALSIM/26N_PU1_OG/LANDUSE//1MON/EXISTING/
	132	10		/CALSIM/26N_PU1_OR/LANDUSE//1MON/EXISTING/
	132	11		/CALSIM/26N_PU1_PA/LANDUSE//1MON/EXISTING/
	132	12		/CALSIM/26N_PU1_PO/LANDUSE//1MON/EXISTING/
	132	13		/CALSIM/26N_PU1_RI/LANDUSE//1MON/EXISTING/
	132	14		/CALSIM/26N_PU1_SB/LANDUSE//1MON/EXISTING/
	132	15		/CALSIM/26N_PU1_SF/LANDUSE//1MON/EXISTING/
	132	16		/CALSIM/26N_PU1_SO/LANDUSE//1MON/EXISTING/
	132	17		/CALSIM/26N_PU1_TH/LANDUSE//1MON/EXISTING/
	132	18		/CALSIM/26N_PU1_TM/LANDUSE//1MON/EXISTING/
	132	19		/CALSIM/26N_PU1_TR/LANDUSE//1MON/EXISTING/
	132	20		/CALSIM/26N_PU1_VI/LANDUSE//1MON/EXISTING/
	132	21		/CALSIM/26N_PU1_UR/LANDUSE//1MON/EXISTING/
	132	22		/CALSIM/26N_PU1_NV/LANDUSE//1MON/EXISTING/
	133	1		/CALSIM/26N_PU2_AL/LANDUSE//1MON/EXISTING/
	133	2		/CALSIM/26N_PU2_AP/LANDUSE//1MON/EXISTING/
	133	3		/CALSIM/26N_PU2_CO/LANDUSE//1MON/EXISTING/
	133	4		/CALSIM/26N_PU2_CR/LANDUSE//1MON/EXISTING/
	133	5		/CALSIM/26N_PU2_CU/LANDUSE//1MON/EXISTING/
	133	6		/CALSIM/26N_PU2_DB/LANDUSE//1MON/EXISTING/
	133	7		/CALSIM/26N_PU2_FI/LANDUSE//1MON/EXISTING/
	133	8		/CALSIM/26N_PU2_GR/LANDUSE//1MON/EXISTING/
	133	9		/CALSIM/26N_PU2_OG/LANDUSE//1MON/EXISTING/
	133	10		/CALSIM/26N_PU2_OR/LANDUSE//1MON/EXISTING/
	133	11		/CALSIM/26N_PU2_PA/LANDUSE//1MON/EXISTING/
	133	12		/CALSIM/26N_PU2_PO/LANDUSE//1MON/EXISTING/
	133	13		/CALSIM/26N_PU2_RI/LANDUSE//1MON/EXISTING/
	133	14		/CALSIM/26N_PU2_SB/LANDUSE//1MON/EXISTING/
	133	15		/CALSIM/26N_PU2_SF/LANDUSE//1MON/EXISTING/
	133	16		/CALSIM/26N_PU2_SO/LANDUSE//1MON/EXISTING/
	133	17		/CALSIM/26N_PU2_TH/LANDUSE//1MON/EXISTING/
	133	18		/CALSIM/26N_PU2_TM/LANDUSE//1MON/EXISTING/
	133	19		/CALSIM/26N_PU2_TR/LANDUSE//1MON/EXISTING/
	133	20		/CALSIM/26N_PU2_VI/LANDUSE//1MON/EXISTING/
	133	21		/CALSIM/26N_PU2_UR/LANDUSE//1MON/EXISTING/
	133	22		/CALSIM/26N_PU2_NV/LANDUSE//1MON/EXISTING/
	134	1		/CALSIM/26N_PU3_AL/LANDUSE//1MON/EXISTING/
	134	2		/CALSIM/26N_PU3_AP/LANDUSE//1MON/EXISTING/
	134	3		/CALSIM/26N_PU3_CO/LANDUSE//1MON/EXISTING/
	134	4		/CALSIM/26N_PU3_CR/LANDUSE//1MON/EXISTING/
	134	5		/CALSIM/26N_PU3_CU/LANDUSE//1MON/EXISTING/
	134	6		/CALSIM/26N_PU3_DB/LANDUSE//1MON/EXISTING/
	134	7		/CALSIM/26N_PU3_FI/LANDUSE//1MON/EXISTING/
	134	8		/CALSIM/26N_PU3_GR/LANDUSE//1MON/EXISTING/
	134	9		/CALSIM/26N_PU3_OG/LANDUSE//1MON/EXISTING/
	134	10		/CALSIM/26N_PU3_OR/LANDUSE//1MON/EXISTING/
	134	11		/CALSIM/26N_PU3_PA/LANDUSE//1MON/EXISTING/
	134	12		/CALSIM/26N_PU3_PO/LANDUSE//1MON/EXISTING/
	134	13		/CALSIM/26N_PU3_RI/LANDUSE//1MON/EXISTING/
	134	14		/CALSIM/26N_PU3_SB/LANDUSE//1MON/EXISTING/
	134	15		/CALSIM/26N_PU3_SF/LANDUSE//1MON/EXISTING/
	134	16		/CALSIM/26N_PU3_SO/LANDUSE//1MON/EXISTING/
	134	17		/CALSIM/26N_PU3_TH/LANDUSE//1MON/EXISTING/
	134	18		/CALSIM/26N_PU3_TM/LANDUSE//1MON/EXISTING/
	134	19		/CALSIM/26N_PU3_TR/LANDUSE//1MON/EXISTING/
	134	20		/CALSIM/26N_PU3_VI/LANDUSE//1MON/EXISTING/
	134	21		/CALSIM/26N_PU3_UR/LANDUSE//1MON/EXISTING/
	134	22		/CALSIM/26N_PU3_NV/LANDUSE//1MON/EXISTING/
	135	1		/CALSIM/26S_NA_AL/LANDUSE//1MON/EXISTING/
	135	2		/CALSIM/26S_NA_AP/LANDUSE//1MON/EXISTING/
	135	3		/CALSIM/26S_NA_CO/LANDUSE//1MON/EXISTING/
	135	4		/CALSIM/26S_NA_CR/LANDUSE//1MON/EXISTING/
	135	5		/CALSIM/26S_NA_CU/LANDUSE//1MON/EXISTING/
	135	6		/CALSIM/26S_NA_DB/LANDUSE//1MON/EXISTING/
	135	7		/CALSIM/26S_NA_FI/LANDUSE//1MON/EXISTING/
	135	8		/CALSIM/26S_NA_GR/LANDUSE//1MON/EXISTING/
	135	9		/CALSIM/26S_NA_OG/LANDUSE//1MON/EXISTING/
	135	10		/CALSIM/26S_NA_OR/LANDUSE//1MON/EXISTING/
	135	11		/CALSIM/26S_NA_PA/LANDUSE//1MON/EXISTING/
	135	12		/CALSIM/26S_NA_PO/LANDUSE//1MON/EXISTING/
	135	13		/CALSIM/26S_NA_RI/LANDUSE//1MON/EXISTING/
	135	14		/CALSIM/26S_NA_SB/LANDUSE//1MON/EXISTING/
	135	15		/CALSIM/26S_NA_SF/LANDUSE//1MON/EXISTING/
	135	16		/CALSIM/26S_NA_SO/LANDUSE//1MON/EXISTING/
	135	17		/CALSIM/26S_NA_TH/LANDUSE//1MON/EXISTING/
	135	18		/CALSIM/26S_NA_TM/LANDUSE//1MON/EXISTING/
	135	19		/CALSIM/26S_NA_TR/LANDUSE//1MON/EXISTING/
	135	20		/CALSIM/26S_NA_VI/LANDUSE//1MON/EXISTING/
	135	21		/CALSIM/26S_NA_UR/LANDUSE//1MON/EXISTING/
	135	22		/CALSIM/26S_NA_NV/LANDUSE//1MON/EXISTING/
	136	1		/CALSIM/26S_NU1_AL/LANDUSE//1MON/EXISTING/
	136	2		/CALSIM/26S_NU1_AP/LANDUSE//1MON/EXISTING/
	136	3		/CALSIM/26S_NU1_CO/LANDUSE//1MON/EXISTING/
	136	4		/CALSIM/26S_NU1_CR/LANDUSE//1MON/EXISTING/
	136	5		/CALSIM/26S_NU1_CU/LANDUSE//1MON/EXISTING/
	136	6		/CALSIM/26S_NU1_DB/LANDUSE//1MON/EXISTING/
	136	7		/CALSIM/26S_NU1_FI/LANDUSE//1MON/EXISTING/
	136	8		/CALSIM/26S_NU1_GR/LANDUSE//1MON/EXISTING/
	136	9		/CALSIM/26S_NU1_OG/LANDUSE//1MON/EXISTING/
	136	10		/CALSIM/26S_NU1_OR/LANDUSE//1MON/EXISTING/
	136	11		/CALSIM/26S_NU1_PA/LANDUSE//1MON/EXISTING/
	136	12		/CALSIM/26S_NU1_PO/LANDUSE//1MON/EXISTING/
	136	13		/CALSIM/26S_NU1_RI/LANDUSE//1MON/EXISTING/
	136	14		/CALSIM/26S_NU1_SB/LANDUSE//1MON/EXISTING/
	136	15		/CALSIM/26S_NU1_SF/LANDUSE//1MON/EXISTING/
	136	16		/CALSIM/26S_NU1_SO/LANDUSE//1MON/EXISTING/
	136	17		/CALSIM/26S_NU1_TH/LANDUSE//1MON/EXISTING/
	136	18		/CALSIM/26S_NU1_TM/LANDUSE//1MON/EXISTING/
	136	19		/CALSIM/26S_NU1_TR/LANDUSE//1MON/EXISTING/
	136	20		/CALSIM/26S_NU1_VI/LANDUSE//1MON/EXISTING/
	136	21		/CALSIM/26S_NU1_UR/LANDUSE//1MON/EXISTING/
	136	22		/CALSIM/26S_NU1_NV/LANDUSE//1MON/EXISTING/
	137	1		/CALSIM/26S_NU2_AL/LANDUSE//1MON/EXISTING/
	137	2		/CALSIM/26S_NU2_AP/LANDUSE//1MON/EXISTING/
	137	3		/CALSIM/26S_NU2_CO/LANDUSE//1MON/EXISTING/
	137	4		/CALSIM/26S_NU2_CR/LANDUSE//1MON/EXISTING/
	137	5		/CALSIM/26S_NU2_CU/LANDUSE//1MON/EXISTING/
	137	6		/CALSIM/26S_NU2_DB/LANDUSE//1MON/EXISTING/
	137	7		/CALSIM/26S_NU2_FI/LANDUSE//1MON/EXISTING/
	137	8		/CALSIM/26S_NU2_GR/LANDUSE//1MON/EXISTING/
	137	9		/CALSIM/26S_NU2_OG/LANDUSE//1MON/EXISTING/
	137	10		/CALSIM/26S_NU2_OR/LANDUSE//1MON/EXISTING/
	137	11		/CALSIM/26S_NU2_PA/LANDUSE//1MON/EXISTING/
	137	12		/CALSIM/26S_NU2_PO/LANDUSE//1MON/EXISTING/
	137	13		/CALSIM/26S_NU2_RI/LANDUSE//1MON/EXISTING/
	137	14		/CALSIM/26S_NU2_SB/LANDUSE//1MON/EXISTING/
	137	15		/CALSIM/26S_NU2_SF/LANDUSE//1MON/EXISTING/
	137	16		/CALSIM/26S_NU2_SO/LANDUSE//1MON/EXISTING/
	137	17		/CALSIM/26S_NU2_TH/LANDUSE//1MON/EXISTING/
	137	18		/CALSIM/26S_NU2_TM/LANDUSE//1MON/EXISTING/
	137	19		/CALSIM/26S_NU2_TR/LANDUSE//1MON/EXISTING/
	137	20		/CALSIM/26S_NU2_VI/LANDUSE//1MON/EXISTING/
	137	21		/CALSIM/26S_NU2_UR/LANDUSE//1MON/EXISTING/
	137	22		/CALSIM/26S_NU2_NV/LANDUSE//1MON/EXISTING/
	138	1		/CALSIM/26S_NU3_AL/LANDUSE//1MON/EXISTING/
	138	2		/CALSIM/26S_NU3_AP/LANDUSE//1MON/EXISTING/
	138	3		/CALSIM/26S_NU3_CO/LANDUSE//1MON/EXISTING/
	138	4		/CALSIM/26S_NU3_CR/LANDUSE//1MON/EXISTING/
	138	5		/CALSIM/26S_NU3_CU/LANDUSE//1MON/EXISTING/
	138	6		/CALSIM/26S_NU3_DB/LANDUSE//1MON/EXISTING/
	138	7		/CALSIM/26S_NU3_FI/LANDUSE//1MON/EXISTING/
	138	8		/CALSIM/26S_NU3_GR/LANDUSE//1MON/EXISTING/
	138	9		/CALSIM/26S_NU3_OG/LANDUSE//1MON/EXISTING/
	138	10		/CALSIM/26S_NU3_OR/LANDUSE//1MON/EXISTING/
	138	11		/CALSIM/26S_NU3_PA/LANDUSE//1MON/EXISTING/
	138	12		/CALSIM/26S_NU3_PO/LANDUSE//1MON/EXISTING/
	138	13		/CALSIM/26S_NU3_RI/LANDUSE//1MON/EXISTING/
	138	14		/CALSIM/26S_NU3_SB/LANDUSE//1MON/EXISTING/
	138	15		/CALSIM/26S_NU3_SF/LANDUSE//1MON/EXISTING/
	138	16		/CALSIM/26S_NU3_SO/LANDUSE//1MON/EXISTING/
	138	17		/CALSIM/26S_NU3_TH/LANDUSE//1MON/EXISTING/
	138	18		/CALSIM/26S_NU3_TM/LANDUSE//1MON/EXISTING/
	138	19		/CALSIM/26S_NU3_TR/LANDUSE//1MON/EXISTING/
	138	20		/CALSIM/26S_NU3_VI/LANDUSE//1MON/EXISTING/
	138	21		/CALSIM/26S_NU3_UR/LANDUSE//1MON/EXISTING/
	138	22		/CALSIM/26S_NU3_NV/LANDUSE//1MON/EXISTING/
	139	1		/CALSIM/26S_NU4_AL/LANDUSE//1MON/EXISTING/
	139	2		/CALSIM/26S_NU4_AP/LANDUSE//1MON/EXISTING/
	139	3		/CALSIM/26S_NU4_CO/LANDUSE//1MON/EXISTING/
	139	4		/CALSIM/26S_NU4_CR/LANDUSE//1MON/EXISTING/
