C*******************************************************************************
C
C                          IWFM DEMAND CALCULATOR (IDC)
C                              *** Version 2.1 ***
C
C*******************************************************************************
C
C                            LAND USE DATA FILE
C
C
C             Project :    CALSIM 3.0 Development
C             Filename:    ExistLandUse.dat
C
C******************************************************************************
C                          File Description
C
C   This data file contains the time series data for the area of each
C   agricultural crop, urban and native vegetation area in each subregion.
C
C*******************************************************************************
C                           Land Use Data Specifications
C
C   FACTLN;   Conversion factor for land use area
C   DSSFL ;   The name of the DSS file for data input
C              * Leave blank if DSS file is not used for data input
C
C----------------------------------------------------------------------------------------
C         VALUE                                      DESCRIPTION
C----------------------------------------------------------------------------------------
         43560.0                                     / FACTLN
         .\inputDSS\CS3_LandUseDU.dss                              / DSSFL
C----------------------------------------------------------------------------------------
C                             Land Use Data
C                         (READ FROM THIS FILE)
C
C   List the land use data below, if it will not be read from a DSS file
C   (i.e. DSSFL is left blank above).
C
C   ITLN ;   Time
C   IREGN;   Subregion number
C   AREA ;   Area of each land use type [L^2]
C              1:Crop 1 ; 2:Crop 2 ; 3:Crop 3 ..... NCROP:Crop NCROP ; NCROP+1:Urban ; NCROP+2:Native veg.
C
C  **************************************************************** LU DOCUMENTATION ************************************************
C  **** Values taken from CalSim-III Hydrology Development Project report Table 7-7 Irrigated Crop Acreage by Demand Unit Sacramento River Hydrologic Region ****
C  **** The following assumptions were made to match land use values with latest DU list and names
C	MWH Provided DU acreage	04/22/10	LandUsebyDemandUnit_04.22.10.xlsx
C						IDC DU Name
C		     				8S_NA1
C		                 		8S_NA2
C						9_PR
C						11_PR
C		                                11_SA3
C		 				11_SA4
C						16_NA1
C						16_NA2
C						20_NA1
C						20_NA2
C						24_NA2
C						24_NA3
C  **** RICE ACREAGE HAS BEEN ZEROED-OUT AND IS ACCOUNTED FOR IN RICE POST-PROCESSOR ONLY
C  **********************************************************************************************************************************
C--------------------------------------------------------------------------------------------
C   ITLN             IREGN     AREA[1]    AREA[2]  .....  AREA[NCROP+2]
C----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
C                                                               AREA
C----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
C			IREGN	AL	AP	CO	CR	CU	DB	FI	GR	OG	OR	PA	PO	RI	SB	SF	SO	TH	TM	TR	VI	UR	NV
	139	5		/CALSIM/26S_NU4_CU/LANDUSE//1MON/EXISTING/
	139	6		/CALSIM/26S_NU4_DB/LANDUSE//1MON/EXISTING/
	139	7		/CALSIM/26S_NU4_FI/LANDUSE//1MON/EXISTING/
	139	8		/CALSIM/26S_NU4_GR/LANDUSE//1MON/EXISTING/
	139	9		/CALSIM/26S_NU4_OG/LANDUSE//1MON/EXISTING/
	139	10		/CALSIM/26S_NU4_OR/LANDUSE//1MON/EXISTING/
	139	11		/CALSIM/26S_NU4_PA/LANDUSE//1MON/EXISTING/
	139	12		/CALSIM/26S_NU4_PO/LANDUSE//1MON/EXISTING/
	139	13		/CALSIM/26S_NU4_RI/LANDUSE//1MON/EXISTING/
	139	14		/CALSIM/26S_NU4_SB/LANDUSE//1MON/EXISTING/
	139	15		/CALSIM/26S_NU4_SF/LANDUSE//1MON/EXISTING/
	139	16		/CALSIM/26S_NU4_SO/LANDUSE//1MON/EXISTING/
	139	17		/CALSIM/26S_NU4_TH/LANDUSE//1MON/EXISTING/
	139	18		/CALSIM/26S_NU4_TM/LANDUSE//1MON/EXISTING/
	139	19		/CALSIM/26S_NU4_TR/LANDUSE//1MON/EXISTING/
	139	20		/CALSIM/26S_NU4_VI/LANDUSE//1MON/EXISTING/
	139	21		/CALSIM/26S_NU4_UR/LANDUSE//1MON/EXISTING/
	139	22		/CALSIM/26S_NU4_NV/LANDUSE//1MON/EXISTING/
	140	1		/CALSIM/26S_PU1_AL/LANDUSE//1MON/EXISTING/
	140	2		/CALSIM/26S_PU1_AP/LANDUSE//1MON/EXISTING/
	140	3		/CALSIM/26S_PU1_CO/LANDUSE//1MON/EXISTING/
	140	4		/CALSIM/26S_PU1_CR/LANDUSE//1MON/EXISTING/
	140	5		/CALSIM/26S_PU1_CU/LANDUSE//1MON/EXISTING/
	140	6		/CALSIM/26S_PU1_DB/LANDUSE//1MON/EXISTING/
	140	7		/CALSIM/26S_PU1_FI/LANDUSE//1MON/EXISTING/
	140	8		/CALSIM/26S_PU1_GR/LANDUSE//1MON/EXISTING/
	140	9		/CALSIM/26S_PU1_OG/LANDUSE//1MON/EXISTING/
	140	10		/CALSIM/26S_PU1_OR/LANDUSE//1MON/EXISTING/
	140	11		/CALSIM/26S_PU1_PA/LANDUSE//1MON/EXISTING/
	140	12		/CALSIM/26S_PU1_PO/LANDUSE//1MON/EXISTING/
	140	13		/CALSIM/26S_PU1_RI/LANDUSE//1MON/EXISTING/
	140	14		/CALSIM/26S_PU1_SB/LANDUSE//1MON/EXISTING/
	140	15		/CALSIM/26S_PU1_SF/LANDUSE//1MON/EXISTING/
	140	16		/CALSIM/26S_PU1_SO/LANDUSE//1MON/EXISTING/
	140	17		/CALSIM/26S_PU1_TH/LANDUSE//1MON/EXISTING/
	140	18		/CALSIM/26S_PU1_TM/LANDUSE//1MON/EXISTING/
	140	19		/CALSIM/26S_PU1_TR/LANDUSE//1MON/EXISTING/
	140	20		/CALSIM/26S_PU1_VI/LANDUSE//1MON/EXISTING/
	140	21		/CALSIM/26S_PU1_UR/LANDUSE//1MON/EXISTING/
	140	22		/CALSIM/26S_PU1_NV/LANDUSE//1MON/EXISTING/
	141	1		/CALSIM/26S_PU2_AL/LANDUSE//1MON/EXISTING/
	141	2		/CALSIM/26S_PU2_AP/LANDUSE//1MON/EXISTING/
	141	3		/CALSIM/26S_PU2_CO/LANDUSE//1MON/EXISTING/
	141	4		/CALSIM/26S_PU2_CR/LANDUSE//1MON/EXISTING/
	141	5		/CALSIM/26S_PU2_CU/LANDUSE//1MON/EXISTING/
	141	6		/CALSIM/26S_PU2_DB/LANDUSE//1MON/EXISTING/
	141	7		/CALSIM/26S_PU2_FI/LANDUSE//1MON/EXISTING/
	141	8		/CALSIM/26S_PU2_GR/LANDUSE//1MON/EXISTING/
	141	9		/CALSIM/26S_PU2_OG/LANDUSE//1MON/EXISTING/
	141	10		/CALSIM/26S_PU2_OR/LANDUSE//1MON/EXISTING/
	141	11		/CALSIM/26S_PU2_PA/LANDUSE//1MON/EXISTING/
	141	12		/CALSIM/26S_PU2_PO/LANDUSE//1MON/EXISTING/
	141	13		/CALSIM/26S_PU2_RI/LANDUSE//1MON/EXISTING/
	141	14		/CALSIM/26S_PU2_SB/LANDUSE//1MON/EXISTING/
	141	15		/CALSIM/26S_PU2_SF/LANDUSE//1MON/EXISTING/
	141	16		/CALSIM/26S_PU2_SO/LANDUSE//1MON/EXISTING/
	141	17		/CALSIM/26S_PU2_TH/LANDUSE//1MON/EXISTING/
	141	18		/CALSIM/26S_PU2_TM/LANDUSE//1MON/EXISTING/
	141	19		/CALSIM/26S_PU2_TR/LANDUSE//1MON/EXISTING/
	141	20		/CALSIM/26S_PU2_VI/LANDUSE//1MON/EXISTING/
	141	21		/CALSIM/26S_PU2_UR/LANDUSE//1MON/EXISTING/
	141	22		/CALSIM/26S_PU2_NV/LANDUSE//1MON/EXISTING/
	142	1		/CALSIM/26S_PU3_AL/LANDUSE//1MON/EXISTING/
	142	2		/CALSIM/26S_PU3_AP/LANDUSE//1MON/EXISTING/
	142	3		/CALSIM/26S_PU3_CO/LANDUSE//1MON/EXISTING/
	142	4		/CALSIM/26S_PU3_CR/LANDUSE//1MON/EXISTING/
	142	5		/CALSIM/26S_PU3_CU/LANDUSE//1MON/EXISTING/
	142	6		/CALSIM/26S_PU3_DB/LANDUSE//1MON/EXISTING/
	142	7		/CALSIM/26S_PU3_FI/LANDUSE//1MON/EXISTING/
	142	8		/CALSIM/26S_PU3_GR/LANDUSE//1MON/EXISTING/
	142	9		/CALSIM/26S_PU3_OG/LANDUSE//1MON/EXISTING/
	142	10		/CALSIM/26S_PU3_OR/LANDUSE//1MON/EXISTING/
	142	11		/CALSIM/26S_PU3_PA/LANDUSE//1MON/EXISTING/
	142	12		/CALSIM/26S_PU3_PO/LANDUSE//1MON/EXISTING/
	142	13		/CALSIM/26S_PU3_RI/LANDUSE//1MON/EXISTING/
	142	14		/CALSIM/26S_PU3_SB/LANDUSE//1MON/EXISTING/
	142	15		/CALSIM/26S_PU3_SF/LANDUSE//1MON/EXISTING/
	142	16		/CALSIM/26S_PU3_SO/LANDUSE//1MON/EXISTING/
	142	17		/CALSIM/26S_PU3_TH/LANDUSE//1MON/EXISTING/
	142	18		/CALSIM/26S_PU3_TM/LANDUSE//1MON/EXISTING/
	142	19		/CALSIM/26S_PU3_TR/LANDUSE//1MON/EXISTING/
	142	20		/CALSIM/26S_PU3_VI/LANDUSE//1MON/EXISTING/
	142	21		/CALSIM/26S_PU3_UR/LANDUSE//1MON/EXISTING/
	142	22		/CALSIM/26S_PU3_NV/LANDUSE//1MON/EXISTING/
	143	1		/CALSIM/26S_PU4_AL/LANDUSE//1MON/EXISTING/
	143	2		/CALSIM/26S_PU4_AP/LANDUSE//1MON/EXISTING/
	143	3		/CALSIM/26S_PU4_CO/LANDUSE//1MON/EXISTING/
	143	4		/CALSIM/26S_PU4_CR/LANDUSE//1MON/EXISTING/
	143	5		/CALSIM/26S_PU4_CU/LANDUSE//1MON/EXISTING/
	143	6		/CALSIM/26S_PU4_DB/LANDUSE//1MON/EXISTING/
	143	7		/CALSIM/26S_PU4_FI/LANDUSE//1MON/EXISTING/
	143	8		/CALSIM/26S_PU4_GR/LANDUSE//1MON/EXISTING/
	143	9		/CALSIM/26S_PU4_OG/LANDUSE//1MON/EXISTING/
	143	10		/CALSIM/26S_PU4_OR/LANDUSE//1MON/EXISTING/
	143	11		/CALSIM/26S_PU4_PA/LANDUSE//1MON/EXISTING/
	143	12		/CALSIM/26S_PU4_PO/LANDUSE//1MON/EXISTING/
	143	13		/CALSIM/26S_PU4_RI/LANDUSE//1MON/EXISTING/
	143	14		/CALSIM/26S_PU4_SB/LANDUSE//1MON/EXISTING/
	143	15		/CALSIM/26S_PU4_SF/LANDUSE//1MON/EXISTING/
	143	16		/CALSIM/26S_PU4_SO/LANDUSE//1MON/EXISTING/
	143	17		/CALSIM/26S_PU4_TH/LANDUSE//1MON/EXISTING/
	143	18		/CALSIM/26S_PU4_TM/LANDUSE//1MON/EXISTING/
	143	19		/CALSIM/26S_PU4_TR/LANDUSE//1MON/EXISTING/
	143	20		/CALSIM/26S_PU4_VI/LANDUSE//1MON/EXISTING/
	143	21		/CALSIM/26S_PU4_UR/LANDUSE//1MON/EXISTING/
	143	22		/CALSIM/26S_PU4_NV/LANDUSE//1MON/EXISTING/
	144	1		/CALSIM/26S_PU5_AL/LANDUSE//1MON/EXISTING/
	144	2		/CALSIM/26S_PU5_AP/LANDUSE//1MON/EXISTING/
	144	3		/CALSIM/26S_PU5_CO/LANDUSE//1MON/EXISTING/
	144	4		/CALSIM/26S_PU5_CR/LANDUSE//1MON/EXISTING/
	144	5		/CALSIM/26S_PU5_CU/LANDUSE//1MON/EXISTING/
	144	6		/CALSIM/26S_PU5_DB/LANDUSE//1MON/EXISTING/
	144	7		/CALSIM/26S_PU5_FI/LANDUSE//1MON/EXISTING/
	144	8		/CALSIM/26S_PU5_GR/LANDUSE//1MON/EXISTING/
	144	9		/CALSIM/26S_PU5_OG/LANDUSE//1MON/EXISTING/
	144	10		/CALSIM/26S_PU5_OR/LANDUSE//1MON/EXISTING/
	144	11		/CALSIM/26S_PU5_PA/LANDUSE//1MON/EXISTING/
	144	12		/CALSIM/26S_PU5_PO/LANDUSE//1MON/EXISTING/
	144	13		/CALSIM/26S_PU5_RI/LANDUSE//1MON/EXISTING/
	144	14		/CALSIM/26S_PU5_SB/LANDUSE//1MON/EXISTING/
	144	15		/CALSIM/26S_PU5_SF/LANDUSE//1MON/EXISTING/
	144	16		/CALSIM/26S_PU5_SO/LANDUSE//1MON/EXISTING/
	144	17		/CALSIM/26S_PU5_TH/LANDUSE//1MON/EXISTING/
	144	18		/CALSIM/26S_PU5_TM/LANDUSE//1MON/EXISTING/
	144	19		/CALSIM/26S_PU5_TR/LANDUSE//1MON/EXISTING/
	144	20		/CALSIM/26S_PU5_VI/LANDUSE//1MON/EXISTING/
	144	21		/CALSIM/26S_PU5_UR/LANDUSE//1MON/EXISTING/
	144	22		/CALSIM/26S_PU5_NV/LANDUSE//1MON/EXISTING/
	145	1		/CALSIM/26S_PU6_AL/LANDUSE//1MON/EXISTING/
	145	2		/CALSIM/26S_PU6_AP/LANDUSE//1MON/EXISTING/
	145	3		/CALSIM/26S_PU6_CO/LANDUSE//1MON/EXISTING/
	145	4		/CALSIM/26S_PU6_CR/LANDUSE//1MON/EXISTING/
	145	5		/CALSIM/26S_PU6_CU/LANDUSE//1MON/EXISTING/
	145	6		/CALSIM/26S_PU6_DB/LANDUSE//1MON/EXISTING/
	145	7		/CALSIM/26S_PU6_FI/LANDUSE//1MON/EXISTING/
	145	8		/CALSIM/26S_PU6_GR/LANDUSE//1MON/EXISTING/
	145	9		/CALSIM/26S_PU6_OG/LANDUSE//1MON/EXISTING/
	145	10		/CALSIM/26S_PU6_OR/LANDUSE//1MON/EXISTING/
	145	11		/CALSIM/26S_PU6_PA/LANDUSE//1MON/EXISTING/
	145	12		/CALSIM/26S_PU6_PO/LANDUSE//1MON/EXISTING/
	145	13		/CALSIM/26S_PU6_RI/LANDUSE//1MON/EXISTING/
	145	14		/CALSIM/26S_PU6_SB/LANDUSE//1MON/EXISTING/
	145	15		/CALSIM/26S_PU6_SF/LANDUSE//1MON/EXISTING/
	145	16		/CALSIM/26S_PU6_SO/LANDUSE//1MON/EXISTING/
	145	17		/CALSIM/26S_PU6_TH/LANDUSE//1MON/EXISTING/
	145	18		/CALSIM/26S_PU6_TM/LANDUSE//1MON/EXISTING/
	145	19		/CALSIM/26S_PU6_TR/LANDUSE//1MON/EXISTING/
	145	20		/CALSIM/26S_PU6_VI/LANDUSE//1MON/EXISTING/
	145	21		/CALSIM/26S_PU6_UR/LANDUSE//1MON/EXISTING/
	145	22		/CALSIM/26S_PU6_NV/LANDUSE//1MON/EXISTING/
	146	1		/CALSIM/60N_NA1_AL/LANDUSE//1MON/EXISTING/
	146	2		/CALSIM/60N_NA1_AP/LANDUSE//1MON/EXISTING/
	146	3		/CALSIM/60N_NA1_CO/LANDUSE//1MON/EXISTING/
	146	4		/CALSIM/60N_NA1_CR/LANDUSE//1MON/EXISTING/
	146	5		/CALSIM/60N_NA1_CU/LANDUSE//1MON/EXISTING/
	146	6		/CALSIM/60N_NA1_DB/LANDUSE//1MON/EXISTING/
	146	7		/CALSIM/60N_NA1_FI/LANDUSE//1MON/EXISTING/
	146	8		/CALSIM/60N_NA1_GR/LANDUSE//1MON/EXISTING/
	146	9		/CALSIM/60N_NA1_OG/LANDUSE//1MON/EXISTING/
	146	10		/CALSIM/60N_NA1_OR/LANDUSE//1MON/EXISTING/
	146	11		/CALSIM/60N_NA1_PA/LANDUSE//1MON/EXISTING/
	146	12		/CALSIM/60N_NA1_PO/LANDUSE//1MON/EXISTING/
	146	13		/CALSIM/60N_NA1_RI/LANDUSE//1MON/EXISTING/
	146	14		/CALSIM/60N_NA1_SB/LANDUSE//1MON/EXISTING/
	146	15		/CALSIM/60N_NA1_SF/LANDUSE//1MON/EXISTING/
	146	16		/CALSIM/60N_NA1_SO/LANDUSE//1MON/EXISTING/
	146	17		/CALSIM/60N_NA1_TH/LANDUSE//1MON/EXISTING/
	146	18		/CALSIM/60N_NA1_TM/LANDUSE//1MON/EXISTING/
	146	19		/CALSIM/60N_NA1_TR/LANDUSE//1MON/EXISTING/
	146	20		/CALSIM/60N_NA1_VI/LANDUSE//1MON/EXISTING/
	146	21		/CALSIM/60N_NA1_UR/LANDUSE//1MON/EXISTING/
	146	22		/CALSIM/60N_NA1_NV/LANDUSE//1MON/EXISTING/
	147	1		/CALSIM/60N_NA2_AL/LANDUSE//1MON/EXISTING/
	147	2		/CALSIM/60N_NA2_AP/LANDUSE//1MON/EXISTING/
	147	3		/CALSIM/60N_NA2_CO/LANDUSE//1MON/EXISTING/
	147	4		/CALSIM/60N_NA2_CR/LANDUSE//1MON/EXISTING/
	147	5		/CALSIM/60N_NA2_CU/LANDUSE//1MON/EXISTING/
	147	6		/CALSIM/60N_NA2_DB/LANDUSE//1MON/EXISTING/
	147	7		/CALSIM/60N_NA2_FI/LANDUSE//1MON/EXISTING/
	147	8		/CALSIM/60N_NA2_GR/LANDUSE//1MON/EXISTING/
	147	9		/CALSIM/60N_NA2_OG/LANDUSE//1MON/EXISTING/
	147	10		/CALSIM/60N_NA2_OR/LANDUSE//1MON/EXISTING/
	147	11		/CALSIM/60N_NA2_PA/LANDUSE//1MON/EXISTING/
	147	12		/CALSIM/60N_NA2_PO/LANDUSE//1MON/EXISTING/
	147	13		/CALSIM/60N_NA2_RI/LANDUSE//1MON/EXISTING/
	147	14		/CALSIM/60N_NA2_SB/LANDUSE//1MON/EXISTING/
	147	15		/CALSIM/60N_NA2_SF/LANDUSE//1MON/EXISTING/
	147	16		/CALSIM/60N_NA2_SO/LANDUSE//1MON/EXISTING/
	147	17		/CALSIM/60N_NA2_TH/LANDUSE//1MON/EXISTING/
	147	18		/CALSIM/60N_NA2_TM/LANDUSE//1MON/EXISTING/
	147	19		/CALSIM/60N_NA2_TR/LANDUSE//1MON/EXISTING/
	147	20		/CALSIM/60N_NA2_VI/LANDUSE//1MON/EXISTING/
	147	21		/CALSIM/60N_NA2_UR/LANDUSE//1MON/EXISTING/
	147	22		/CALSIM/60N_NA2_NV/LANDUSE//1MON/EXISTING/
	148	1		/CALSIM/60N_NA3_AL/LANDUSE//1MON/EXISTING/
	148	2		/CALSIM/60N_NA3_AP/LANDUSE//1MON/EXISTING/
	148	3		/CALSIM/60N_NA3_CO/LANDUSE//1MON/EXISTING/
	148	4		/CALSIM/60N_NA3_CR/LANDUSE//1MON/EXISTING/
	148	5		/CALSIM/60N_NA3_CU/LANDUSE//1MON/EXISTING/
	148	6		/CALSIM/60N_NA3_DB/LANDUSE//1MON/EXISTING/
	148	7		/CALSIM/60N_NA3_FI/LANDUSE//1MON/EXISTING/
	148	8		/CALSIM/60N_NA3_GR/LANDUSE//1MON/EXISTING/
	148	9		/CALSIM/60N_NA3_OG/LANDUSE//1MON/EXISTING/
	148	10		/CALSIM/60N_NA3_OR/LANDUSE//1MON/EXISTING/
	148	11		/CALSIM/60N_NA3_PA/LANDUSE//1MON/EXISTING/
	148	12		/CALSIM/60N_NA3_PO/LANDUSE//1MON/EXISTING/
	148	13		/CALSIM/60N_NA3_RI/LANDUSE//1MON/EXISTING/
	148	14		/CALSIM/60N_NA3_SB/LANDUSE//1MON/EXISTING/
	148	15		/CALSIM/60N_NA3_SF/LANDUSE//1MON/EXISTING/
	148	16		/CALSIM/60N_NA3_SO/LANDUSE//1MON/EXISTING/
	148	17		/CALSIM/60N_NA3_TH/LANDUSE//1MON/EXISTING/
	148	18		/CALSIM/60N_NA3_TM/LANDUSE//1MON/EXISTING/
	148	19		/CALSIM/60N_NA3_TR/LANDUSE//1MON/EXISTING/
	148	20		/CALSIM/60N_NA3_VI/LANDUSE//1MON/EXISTING/
	148	21		/CALSIM/60N_NA3_UR/LANDUSE//1MON/EXISTING/
	148	22		/CALSIM/60N_NA3_NV/LANDUSE//1MON/EXISTING/
	149	1		/CALSIM/60N_NA4_AL/LANDUSE//1MON/EXISTING/
	149	2		/CALSIM/60N_NA4_AP/LANDUSE//1MON/EXISTING/
	149	3		/CALSIM/60N_NA4_CO/LANDUSE//1MON/EXISTING/
	149	4		/CALSIM/60N_NA4_CR/LANDUSE//1MON/EXISTING/
	149	5		/CALSIM/60N_NA4_CU/LANDUSE//1MON/EXISTING/
	149	6		/CALSIM/60N_NA4_DB/LANDUSE//1MON/EXISTING/
	149	7		/CALSIM/60N_NA4_FI/LANDUSE//1MON/EXISTING/
	149	8		/CALSIM/60N_NA4_GR/LANDUSE//1MON/EXISTING/
	149	9		/CALSIM/60N_NA4_OG/LANDUSE//1MON/EXISTING/
	149	10		/CALSIM/60N_NA4_OR/LANDUSE//1MON/EXISTING/
	149	11		/CALSIM/60N_NA4_PA/LANDUSE//1MON/EXISTING/
	149	12		/CALSIM/60N_NA4_PO/LANDUSE//1MON/EXISTING/
	149	13		/CALSIM/60N_NA4_RI/LANDUSE//1MON/EXISTING/
	149	14		/CALSIM/60N_NA4_SB/LANDUSE//1MON/EXISTING/
	149	15		/CALSIM/60N_NA4_SF/LANDUSE//1MON/EXISTING/
	149	16		/CALSIM/60N_NA4_SO/LANDUSE//1MON/EXISTING/
	149	17		/CALSIM/60N_NA4_TH/LANDUSE//1MON/EXISTING/
	149	18		/CALSIM/60N_NA4_TM/LANDUSE//1MON/EXISTING/
	149	19		/CALSIM/60N_NA4_TR/LANDUSE//1MON/EXISTING/
	149	20		/CALSIM/60N_NA4_VI/LANDUSE//1MON/EXISTING/
	149	21		/CALSIM/60N_NA4_UR/LANDUSE//1MON/EXISTING/
	149	22		/CALSIM/60N_NA4_NV/LANDUSE//1MON/EXISTING/
	150	1		/CALSIM/60N_NA5_AL/LANDUSE//1MON/EXISTING/
	150	2		/CALSIM/60N_NA5_AP/LANDUSE//1MON/EXISTING/
	150	3		/CALSIM/60N_NA5_CO/LANDUSE//1MON/EXISTING/
	150	4		/CALSIM/60N_NA5_CR/LANDUSE//1MON/EXISTING/
	150	5		/CALSIM/60N_NA5_CU/LANDUSE//1MON/EXISTING/
	150	6		/CALSIM/60N_NA5_DB/LANDUSE//1MON/EXISTING/
	150	7		/CALSIM/60N_NA5_FI/LANDUSE//1MON/EXISTING/
	150	8		/CALSIM/60N_NA5_GR/LANDUSE//1MON/EXISTING/
	150	9		/CALSIM/60N_NA5_OG/LANDUSE//1MON/EXISTING/
	150	10		/CALSIM/60N_NA5_OR/LANDUSE//1MON/EXISTING/
	150	11		/CALSIM/60N_NA5_PA/LANDUSE//1MON/EXISTING/
	150	12		/CALSIM/60N_NA5_PO/LANDUSE//1MON/EXISTING/
	150	13		/CALSIM/60N_NA5_RI/LANDUSE//1MON/EXISTING/
	150	14		/CALSIM/60N_NA5_SB/LANDUSE//1MON/EXISTING/
	150	15		/CALSIM/60N_NA5_SF/LANDUSE//1MON/EXISTING/
	150	16		/CALSIM/60N_NA5_SO/LANDUSE//1MON/EXISTING/
	150	17		/CALSIM/60N_NA5_TH/LANDUSE//1MON/EXISTING/
	150	18		/CALSIM/60N_NA5_TM/LANDUSE//1MON/EXISTING/
	150	19		/CALSIM/60N_NA5_TR/LANDUSE//1MON/EXISTING/
	150	20		/CALSIM/60N_NA5_VI/LANDUSE//1MON/EXISTING/
	150	21		/CALSIM/60N_NA5_UR/LANDUSE//1MON/EXISTING/
	150	22		/CALSIM/60N_NA5_NV/LANDUSE//1MON/EXISTING/
	151	1		/CALSIM/60N_NU1_AL/LANDUSE//1MON/EXISTING/
	151	2		/CALSIM/60N_NU1_AP/LANDUSE//1MON/EXISTING/
	151	3		/CALSIM/60N_NU1_CO/LANDUSE//1MON/EXISTING/
	151	4		/CALSIM/60N_NU1_CR/LANDUSE//1MON/EXISTING/
	151	5		/CALSIM/60N_NU1_CU/LANDUSE//1MON/EXISTING/
	151	6		/CALSIM/60N_NU1_DB/LANDUSE//1MON/EXISTING/
	151	7		/CALSIM/60N_NU1_FI/LANDUSE//1MON/EXISTING/
	151	8		/CALSIM/60N_NU1_GR/LANDUSE//1MON/EXISTING/
	151	9		/CALSIM/60N_NU1_OG/LANDUSE//1MON/EXISTING/
	151	10		/CALSIM/60N_NU1_OR/LANDUSE//1MON/EXISTING/
	151	11		/CALSIM/60N_NU1_PA/LANDUSE//1MON/EXISTING/
	151	12		/CALSIM/60N_NU1_PO/LANDUSE//1MON/EXISTING/
	151	13		/CALSIM/60N_NU1_RI/LANDUSE//1MON/EXISTING/
	151	14		/CALSIM/60N_NU1_SB/LANDUSE//1MON/EXISTING/
	151	15		/CALSIM/60N_NU1_SF/LANDUSE//1MON/EXISTING/
	151	16		/CALSIM/60N_NU1_SO/LANDUSE//1MON/EXISTING/
	151	17		/CALSIM/60N_NU1_TH/LANDUSE//1MON/EXISTING/
	151	18		/CALSIM/60N_NU1_TM/LANDUSE//1MON/EXISTING/
	151	19		/CALSIM/60N_NU1_TR/LANDUSE//1MON/EXISTING/
	151	20		/CALSIM/60N_NU1_VI/LANDUSE//1MON/EXISTING/
	151	21		/CALSIM/60N_NU1_UR/LANDUSE//1MON/EXISTING/
	151	22		/CALSIM/60N_NU1_NV/LANDUSE//1MON/EXISTING/
	152	1		/CALSIM/60N_NU2_AL/LANDUSE//1MON/EXISTING/
	152	2		/CALSIM/60N_NU2_AP/LANDUSE//1MON/EXISTING/
	152	3		/CALSIM/60N_NU2_CO/LANDUSE//1MON/EXISTING/
	152	4		/CALSIM/60N_NU2_CR/LANDUSE//1MON/EXISTING/
	152	5		/CALSIM/60N_NU2_CU/LANDUSE//1MON/EXISTING/
	152	6		/CALSIM/60N_NU2_DB/LANDUSE//1MON/EXISTING/
	152	7		/CALSIM/60N_NU2_FI/LANDUSE//1MON/EXISTING/
	152	8		/CALSIM/60N_NU2_GR/LANDUSE//1MON/EXISTING/
	152	9		/CALSIM/60N_NU2_OG/LANDUSE//1MON/EXISTING/
	152	10		/CALSIM/60N_NU2_OR/LANDUSE//1MON/EXISTING/
	152	11		/CALSIM/60N_NU2_PA/LANDUSE//1MON/EXISTING/
	152	12		/CALSIM/60N_NU2_PO/LANDUSE//1MON/EXISTING/
	152	13		/CALSIM/60N_NU2_RI/LANDUSE//1MON/EXISTING/
	152	14		/CALSIM/60N_NU2_SB/LANDUSE//1MON/EXISTING/
	152	15		/CALSIM/60N_NU2_SF/LANDUSE//1MON/EXISTING/
	152	16		/CALSIM/60N_NU2_SO/LANDUSE//1MON/EXISTING/
	152	17		/CALSIM/60N_NU2_TH/LANDUSE//1MON/EXISTING/
	152	18		/CALSIM/60N_NU2_TM/LANDUSE//1MON/EXISTING/
	152	19		/CALSIM/60N_NU2_TR/LANDUSE//1MON/EXISTING/
	152	20		/CALSIM/60N_NU2_VI/LANDUSE//1MON/EXISTING/
	152	21		/CALSIM/60N_NU2_UR/LANDUSE//1MON/EXISTING/
	152	22		/CALSIM/60N_NU2_NV/LANDUSE//1MON/EXISTING/
	153	1		/CALSIM/60N_PU_AL/LANDUSE//1MON/EXISTING/
	153	2		/CALSIM/60N_PU_AP/LANDUSE//1MON/EXISTING/
	153	3		/CALSIM/60N_PU_CO/LANDUSE//1MON/EXISTING/
	153	4		/CALSIM/60N_PU_CR/LANDUSE//1MON/EXISTING/
	153	5		/CALSIM/60N_PU_CU/LANDUSE//1MON/EXISTING/
	153	6		/CALSIM/60N_PU_DB/LANDUSE//1MON/EXISTING/
	153	7		/CALSIM/60N_PU_FI/LANDUSE//1MON/EXISTING/
	153	8		/CALSIM/60N_PU_GR/LANDUSE//1MON/EXISTING/
	153	9		/CALSIM/60N_PU_OG/LANDUSE//1MON/EXISTING/
	153	10		/CALSIM/60N_PU_OR/LANDUSE//1MON/EXISTING/
	153	11		/CALSIM/60N_PU_PA/LANDUSE//1MON/EXISTING/
	153	12		/CALSIM/60N_PU_PO/LANDUSE//1MON/EXISTING/
	153	13		/CALSIM/60N_PU_RI/LANDUSE//1MON/EXISTING/
	153	14		/CALSIM/60N_PU_SB/LANDUSE//1MON/EXISTING/
	153	15		/CALSIM/60N_PU_SF/LANDUSE//1MON/EXISTING/
	153	16		/CALSIM/60N_PU_SO/LANDUSE//1MON/EXISTING/
	153	17		/CALSIM/60N_PU_TH/LANDUSE//1MON/EXISTING/
